输入值,主机,结论,通过项数,总项数,失败项数,通过率(%),全绿,失败项列表,DNS成功,解析IP列表,Polling主机,Polling DNS成功,Polling解析IP列表,端口53成功,端口53耗时毫秒,端口53Banner,端口53错误,端口80成功,端口80耗时毫秒,端口80Banner,端口80错误,端口443成功,端口443耗时毫秒,端口443Banner,端口443错误,端口25成功,端口25耗时毫秒,端口25Banner,端口25错误,端口587成功,端口587耗时毫秒,端口587Banner,端口587错误,端口465成功,端口465耗时毫秒,端口465Banner,端口465错误,HTTP成功,HTTP状态码,HTTP耗时毫秒,HTTP服务器,HTTP标题,HTTP错误,HTTPS成功,HTTPS状态码,HTTPS耗时毫秒,HTTPS服务器,HTTPS标题,HTTPS错误,Polling HTTP成功,Polling HTTP状态码,Polling HTTP耗时毫秒,Polling HTTP服务器,Polling HTTP标题,Polling HTTP错误,Polling HTTPS成功,Polling HTTPS状态码,Polling HTTPS耗时毫秒,Polling HTTPS服务器,Polling HTTPS标题,Polling HTTPS错误
91.120.23.153,91.120.23.153,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,91.120.23.153,polling.91.120.23.153,False,,False,3357,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,451,,,True,441,,,True,851,220 golnk.xyz Burp Collaborator Server ready,,True,760,220 golnk.xyz Burp Collaborator Server ready,,False,3508,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '91.120.23.153'. (_ssl.c:992)",True,200,747,Burp Collaborator https://burpcollaborator.net/,,,True,200,1692,Burp Collaborator https://burpcollaborator.net/,,,False,,721,,,"HTTPConnectionPool(host='polling.91.120.23.153', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.91.120.23.153', port=80): Failed to resolve 'polling.91.120.23.153' ([Errno 11001] getaddrinfo failed)""))",False,,155,,,"HTTPSConnectionPool(host='polling.91.120.23.153', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.91.120.23.153', port=443): Failed to resolve 'polling.91.120.23.153' ([Errno 11001] getaddrinfo failed)""))"
162.55.59.194,162.55.59.194,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,162.55.59.194,polling.162.55.59.194,False,,False,3728,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,452,,,True,678,,,True,756,220 burpcollab.binsec.com Burp Collaborator Server ready,,True,896,220 burpcollab.binsec.com Burp Collaborator Server ready,,False,1720,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '162.55.59.194'. (_ssl.c:992)",True,200,3380,Burp Collaborator https://burpcollaborator.net/,,,True,200,2503,Burp Collaborator https://burpcollaborator.net/,,,False,,1052,,,"HTTPConnectionPool(host='polling.162.55.59.194', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.162.55.59.194', port=80): Failed to resolve 'polling.162.55.59.194' ([Errno 11001] getaddrinfo failed)""))",False,,239,,,"HTTPSConnectionPool(host='polling.162.55.59.194', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.162.55.59.194', port=443): Failed to resolve 'polling.162.55.59.194' ([Errno 11001] getaddrinfo failed)""))"
198.12.116.99,198.12.116.99,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,198.12.116.99,polling.198.12.116.99,False,,False,6054,,timed out,True,1256,,,True,1400,,,True,1091,220 bpco.telhzfax.top Burp Collaborator Server ready,,True,1074,220 bpco.telhzfax.top Burp Collaborator Server ready,,False,1873,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '198.12.116.99'. (_ssl.c:992)",True,200,2402,Burp Collaborator https://burpcollaborator.net/,,,True,200,1932,Burp Collaborator https://burpcollaborator.net/,,,False,,1669,,,"HTTPConnectionPool(host='polling.198.12.116.99', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.198.12.116.99', port=80): Failed to resolve 'polling.198.12.116.99' ([Errno 11001] getaddrinfo failed)""))",False,,488,,,"HTTPSConnectionPool(host='polling.198.12.116.99', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.198.12.116.99', port=443): Failed to resolve 'polling.198.12.116.99' ([Errno 11001] getaddrinfo failed)""))"
138.68.114.237,138.68.114.237,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,138.68.114.237,polling.138.68.114.237,False,,False,3383,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,296,,,True,494,,,True,834,220 bc.pingback.zone Burp Collaborator Server ready,,True,2325,220 bc.pingback.zone Burp Collaborator Server ready,,False,2438,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '138.68.114.237'. (_ssl.c:992)",True,200,596,Burp Collaborator https://burpcollaborator.net/,,,True,200,2113,Burp Collaborator https://burpcollaborator.net/,,,False,,232,,,"HTTPConnectionPool(host='polling.138.68.114.237', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.138.68.114.237', port=80): Failed to resolve 'polling.138.68.114.237' ([Errno 11001] getaddrinfo failed)""))",False,,150,,,"HTTPSConnectionPool(host='polling.138.68.114.237', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.138.68.114.237', port=443): Failed to resolve 'polling.138.68.114.237' ([Errno 11001] getaddrinfo failed)""))"
12.110.86.134,12.110.86.134,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,12.110.86.134,polling.12.110.86.134,False,,False,3872,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,589,,,True,275,,,True,500,220 wiz8.com Burp Collaborator Server ready,,True,759,220 wiz8.com Burp Collaborator Server ready,,False,3606,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '12.110.86.134'. (_ssl.c:992)",True,200,1326,Burp Collaborator https://burpcollaborator.net/,,,True,200,2522,Burp Collaborator https://burpcollaborator.net/,,,False,,373,,,"HTTPConnectionPool(host='polling.12.110.86.134', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.12.110.86.134', port=80): Failed to resolve 'polling.12.110.86.134' ([Errno 11001] getaddrinfo failed)""))",False,,10,,,"HTTPSConnectionPool(host='polling.12.110.86.134', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.12.110.86.134', port=443): Failed to resolve 'polling.12.110.86.134' ([Errno 11001] getaddrinfo failed)""))"
https://c.tracemytraffic.com,c.tracemytraffic.com,通过但有警告,10,12,2,83.33,False,tcp:53|tcp:465,True,167.172.249.98,polling.c.tracemytraffic.com,True,167.172.249.98,False,3867,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,402,,,True,353,,,True,778,220 c.tracemytraffic.com Burp Collaborator Server ready,,True,771,220 c.tracemytraffic.com Burp Collaborator Server ready,,False,1835,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'c.tracemytraffic.com'. (_ssl.c:992)",True,200,1043,Burp Collaborator https://burpcollaborator.net/,,,True,200,4026,Burp Collaborator https://burpcollaborator.net/,,,True,200,3760,Burp Collaborator https://burpcollaborator.net/,,,True,200,3847,Burp Collaborator https://burpcollaborator.net/,,
161.35.246.210,161.35.246.210,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,161.35.246.210,polling.161.35.246.210,False,,False,3534,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,299,,,True,2498,,,True,1052,220 b.joax.net Burp Collaborator Server ready,,True,799,220 b.joax.net Burp Collaborator Server ready,,False,2850,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '161.35.246.210'. (_ssl.c:992)",True,200,3015,Burp Collaborator https://burpcollaborator.net/,,,True,200,2777,Burp Collaborator https://burpcollaborator.net/,,,False,,8,,,"HTTPConnectionPool(host='polling.161.35.246.210', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.161.35.246.210', port=80): Failed to resolve 'polling.161.35.246.210' ([Errno 11001] getaddrinfo failed)""))",False,,3,,,"HTTPSConnectionPool(host='polling.161.35.246.210', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.161.35.246.210', port=443): Failed to resolve 'polling.161.35.246.210' ([Errno 11001] getaddrinfo failed)""))"
136.144.212.94,136.144.212.94,失败,6,12,6,50.0,False,polling_dns|tcp:53|tcp:587|tcp:465|polling_http|polling_https,True,136.144.212.94,polling.136.144.212.94,False,,False,6015,,timed out,True,1489,,,True,663,,,True,864,220 bc.secura-test.com Burp Collaborator Server ready,,False,6085,,timed out,False,4527,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '136.144.212.94'. (_ssl.c:992)",True,200,982,Burp Collaborator https://burpcollaborator.net/,,,True,200,3101,Burp Collaborator https://burpcollaborator.net/,,,False,,238,,,"HTTPConnectionPool(host='polling.136.144.212.94', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.136.144.212.94', port=80): Failed to resolve 'polling.136.144.212.94' ([Errno 11001] getaddrinfo failed)""))",False,,6,,,"HTTPSConnectionPool(host='polling.136.144.212.94', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.136.144.212.94', port=443): Failed to resolve 'polling.136.144.212.94' ([Errno 11001] getaddrinfo failed)""))"
165.227.26.79,165.227.26.79,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,165.227.26.79,polling.165.227.26.79,False,,False,7444,,timed out,True,1488,,,True,437,,,True,399,220 collab.ssgllc.us Burp Collaborator Server ready,,True,525,220 collab.ssgllc.us Burp Collaborator Server ready,,False,1461,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '165.227.26.79'. (_ssl.c:992)",True,200,1295,Burp Collaborator https://burpcollaborator.net/,,,True,200,1342,Burp Collaborator https://burpcollaborator.net/,,,False,,771,,,"HTTPConnectionPool(host='polling.165.227.26.79', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.165.227.26.79', port=80): Failed to resolve 'polling.165.227.26.79' ([Errno 11001] getaddrinfo failed)""))",False,,193,,,"HTTPSConnectionPool(host='polling.165.227.26.79', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.165.227.26.79', port=443): Failed to resolve 'polling.165.227.26.79' ([Errno 11001] getaddrinfo failed)""))"
135.125.183.49,135.125.183.49,失败,8,12,4,66.67,False,polling_dns|tcp:465|polling_http|polling_https,True,135.125.183.49,polling.135.125.183.49,False,,True,303,,,True,352,,,True,291,,,True,641,220 ppu.pw Burp Collaborator Server ready,,True,2053,220 ppu.pw Burp Collaborator Server ready,,False,2514,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '135.125.183.49'. (_ssl.c:992)",True,200,1427,Burp Collaborator https://burpcollaborator.net/,,,True,200,2900,Burp Collaborator https://burpcollaborator.net/,,,False,,592,,,"HTTPConnectionPool(host='polling.135.125.183.49', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.135.125.183.49', port=80): Failed to resolve 'polling.135.125.183.49' ([Errno 11001] getaddrinfo failed)""))",False,,5,,,"HTTPSConnectionPool(host='polling.135.125.183.49', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.135.125.183.49', port=443): Failed to resolve 'polling.135.125.183.49' ([Errno 11001] getaddrinfo failed)""))"
85.88.9.184,85.88.9.184,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,85.88.9.184,polling.85.88.9.184,False,,False,7016,,timed out,True,2290,,,True,315,,,True,717,220 bcsd.digitrace.de Burp Collaborator Server ready,,True,491,220 bcsd.digitrace.de Burp Collaborator Server ready,,False,1231,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '85.88.9.184'. (_ssl.c:992)",True,200,1323,Burp Collaborator https://burpcollaborator.net/,,,True,200,1745,Burp Collaborator https://burpcollaborator.net/,,,False,,103,,,"HTTPConnectionPool(host='polling.85.88.9.184', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.85.88.9.184', port=80): Failed to resolve 'polling.85.88.9.184' ([Errno 11001] getaddrinfo failed)""))",False,,5,,,"HTTPSConnectionPool(host='polling.85.88.9.184', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.85.88.9.184', port=443): Failed to resolve 'polling.85.88.9.184' ([Errno 11001] getaddrinfo failed)""))"
49.255.213.133,49.255.213.133,失败,1,12,11,8.33,False,polling_dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https|polling_http|polling_https,True,49.255.213.133,polling.49.255.213.133,False,,False,6099,,timed out,False,6291,,timed out,False,6103,,timed out,False,6055,,timed out,False,6056,,timed out,False,6416,,timed out,False,,6836,,,"HTTPConnectionPool(host='49.255.213.133', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='49.255.213.133', port=80) at 0x202c4bc6a50>, 'Connection to 49.255.213.133 timed out. (connect timeout=6.0)'))",False,,6224,,,"HTTPSConnectionPool(host='49.255.213.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='49.255.213.133', port=443) at 0x202c4bf41d0>, 'Connection to 49.255.213.133 timed out. (connect timeout=6.0)'))",False,,119,,,"HTTPConnectionPool(host='polling.49.255.213.133', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.49.255.213.133', port=80): Failed to resolve 'polling.49.255.213.133' ([Errno 11001] getaddrinfo failed)""))",False,,424,,,"HTTPSConnectionPool(host='polling.49.255.213.133', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.49.255.213.133', port=443): Failed to resolve 'polling.49.255.213.133' ([Errno 11001] getaddrinfo failed)""))"
50.116.39.56,50.116.39.56,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,50.116.39.56,polling.50.116.39.56,False,,False,6643,,timed out,True,419,,,True,308,,,True,518,220 burpcol.versprite.services Burp Collaborator Server ready,,True,633,220 burpcol.versprite.services Burp Collaborator Server ready,,False,1450,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '50.116.39.56'. (_ssl.c:992)",True,200,655,Burp Collaborator https://burpcollaborator.net/,,,True,200,1854,Burp Collaborator https://burpcollaborator.net/,,,False,,229,,,"HTTPConnectionPool(host='polling.50.116.39.56', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.50.116.39.56', port=80): Failed to resolve 'polling.50.116.39.56' ([Errno 11001] getaddrinfo failed)""))",False,,544,,,"HTTPSConnectionPool(host='polling.50.116.39.56', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.50.116.39.56', port=443): Failed to resolve 'polling.50.116.39.56' ([Errno 11001] getaddrinfo failed)""))"
89.247.178.35,89.247.178.35,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,89.247.178.35,polling.89.247.178.35,False,,False,4104,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,382,,,True,302,,,True,554,220 audit2.hisolutions.com Burp Collaborator Server ready,,True,544,220 audit2.hisolutions.com Burp Collaborator Server ready,,False,2012,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '89.247.178.35'. (_ssl.c:992)",True,200,1382,Burp Collaborator https://burpcollaborator.net/,,,True,200,3259,Burp Collaborator https://burpcollaborator.net/,,,False,,76,,,"HTTPConnectionPool(host='polling.89.247.178.35', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.89.247.178.35', port=80): Failed to resolve 'polling.89.247.178.35' ([Errno 11001] getaddrinfo failed)""))",False,,87,,,"HTTPSConnectionPool(host='polling.89.247.178.35', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.89.247.178.35', port=443): Failed to resolve 'polling.89.247.178.35' ([Errno 11001] getaddrinfo failed)""))"
64.225.7.51,64.225.7.51,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,64.225.7.51,polling.64.225.7.51,False,,False,6462,,timed out,True,503,,,True,1480,,,True,917,220 burp.stscollabserver.com Burp Collaborator Server ready,,True,1771,220 burp.stscollabserver.com Burp Collaborator Server ready,,False,1735,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '64.225.7.51'. (_ssl.c:992)",True,200,1125,Burp Collaborator https://burpcollaborator.net/,,,True,200,2321,Burp Collaborator https://burpcollaborator.net/,,,False,,151,,,"HTTPConnectionPool(host='polling.64.225.7.51', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.64.225.7.51', port=80): Failed to resolve 'polling.64.225.7.51' ([Errno 11001] getaddrinfo failed)""))",False,,129,,,"HTTPSConnectionPool(host='polling.64.225.7.51', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.64.225.7.51', port=443): Failed to resolve 'polling.64.225.7.51' ([Errno 11001] getaddrinfo failed)""))"
188.245.110.201,188.245.110.201,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,188.245.110.201,polling.188.245.110.201,False,,False,6727,,timed out,True,272,,,True,322,,,True,557,220 co.mueller-soehne.com Burp Collaborator Server ready,,True,901,220 co.mueller-soehne.com Burp Collaborator Server ready,,False,1718,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '188.245.110.201'. (_ssl.c:992)",True,200,718,Burp Collaborator https://burpcollaborator.net/,,,True,200,2456,Burp Collaborator https://burpcollaborator.net/,,,False,,307,,,"HTTPConnectionPool(host='polling.188.245.110.201', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.188.245.110.201', port=80): Failed to resolve 'polling.188.245.110.201' ([Errno 11001] getaddrinfo failed)""))",False,,194,,,"HTTPSConnectionPool(host='polling.188.245.110.201', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.188.245.110.201', port=443): Failed to resolve 'polling.188.245.110.201' ([Errno 11001] getaddrinfo failed)""))"
37.16.105.123,37.16.105.123,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,37.16.105.123,polling.37.16.105.123,False,,False,4043,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,448,,,True,743,,,True,616,220 collab.harryhacker.fi Burp Collaborator Server ready,,True,630,220 collab.harryhacker.fi Burp Collaborator Server ready,,False,2357,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '37.16.105.123'. (_ssl.c:992)",True,200,768,Burp Collaborator https://burpcollaborator.net/,,,True,200,2868,Burp Collaborator https://burpcollaborator.net/,,,False,,75,,,"HTTPConnectionPool(host='polling.37.16.105.123', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.37.16.105.123', port=80): Failed to resolve 'polling.37.16.105.123' ([Errno 11001] getaddrinfo failed)""))",False,,133,,,"HTTPSConnectionPool(host='polling.37.16.105.123', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.37.16.105.123', port=443): Failed to resolve 'polling.37.16.105.123' ([Errno 11001] getaddrinfo failed)""))"
20.42.44.77,20.42.44.77,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,20.42.44.77,polling.20.42.44.77,False,,False,4088,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,634,,,True,279,,,True,709,220 burp.cai-offsec.com Burp Collaborator Server ready,,True,815,220 burp.cai-offsec.com Burp Collaborator Server ready,,False,1591,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '20.42.44.77'. (_ssl.c:992)",True,200,788,Burp Collaborator https://burpcollaborator.net/,,,True,200,3023,Burp Collaborator https://burpcollaborator.net/,,,False,,630,,,"HTTPConnectionPool(host='polling.20.42.44.77', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.20.42.44.77', port=80): Failed to resolve 'polling.20.42.44.77' ([Errno 11001] getaddrinfo failed)""))",False,,114,,,"HTTPSConnectionPool(host='polling.20.42.44.77', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.20.42.44.77', port=443): Failed to resolve 'polling.20.42.44.77' ([Errno 11001] getaddrinfo failed)""))"
172.105.159.243,172.105.159.243,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,172.105.159.243,polling.172.105.159.243,False,,False,3576,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,433,,,True,335,,,True,3655,220 burpcollaborator.spiral-sec.com Burp Collaborator Server ready,,True,539,220 burpcollaborator.spiral-sec.com Burp Collaborator Server ready,,False,3187,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '172.105.159.243'. (_ssl.c:992)",True,200,728,Burp Collaborator https://burpcollaborator.net/,,,True,200,3037,Burp Collaborator https://burpcollaborator.net/,,,False,,131,,,"HTTPConnectionPool(host='polling.172.105.159.243', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.172.105.159.243', port=80): Failed to resolve 'polling.172.105.159.243' ([Errno 11001] getaddrinfo failed)""))",False,,2,,,"HTTPSConnectionPool(host='polling.172.105.159.243', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.172.105.159.243', port=443): Failed to resolve 'polling.172.105.159.243' ([Errno 11001] getaddrinfo failed)""))"
81.145.232.113,81.145.232.113,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,81.145.232.113,polling.81.145.232.113,False,,False,6509,,timed out,True,489,,,True,297,,,True,743,220 bc.ukpt.uk Burp Collaborator Server ready,,True,749,220 bc.ukpt.uk Burp Collaborator Server ready,,False,1417,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '81.145.232.113'. (_ssl.c:992)",True,200,1752,Burp Collaborator https://burpcollaborator.net/,,,True,200,2186,Burp Collaborator https://burpcollaborator.net/,,,False,,713,,,"HTTPConnectionPool(host='polling.81.145.232.113', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.81.145.232.113', port=80): Failed to resolve 'polling.81.145.232.113' ([Errno 11001] getaddrinfo failed)""))",False,,60,,,"HTTPSConnectionPool(host='polling.81.145.232.113', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.81.145.232.113', port=443): Failed to resolve 'polling.81.145.232.113' ([Errno 11001] getaddrinfo failed)""))"
139.180.158.199,139.180.158.199,失败,5,12,7,41.67,False,polling_dns|tcp:53|tcp:25|tcp:587|tcp:465|polling_http|polling_https,True,139.180.158.199,polling.139.180.158.199,False,,False,6260,,timed out,True,484,,,True,424,,,False,6124,,timed out,False,6348,,timed out,False,6371,,timed out,True,200,1665,Burp Collaborator https://burpcollaborator.net/,,,True,200,5988,Burp Collaborator https://burpcollaborator.net/,,,False,,448,,,"HTTPConnectionPool(host='polling.139.180.158.199', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.139.180.158.199', port=80): Failed to resolve 'polling.139.180.158.199' ([Errno 11001] getaddrinfo failed)""))",False,,4,,,"HTTPSConnectionPool(host='polling.139.180.158.199', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.139.180.158.199', port=443): Failed to resolve 'polling.139.180.158.199' ([Errno 11001] getaddrinfo failed)""))"
135.225.76.124,135.225.76.124,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,135.225.76.124,polling.135.225.76.124,False,,False,4842,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,437,,,True,506,,,True,617,220 collaborator.mccupdate.com Burp Collaborator Server ready,,True,629,220 collaborator.mccupdate.com Burp Collaborator Server ready,,False,2837,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '135.225.76.124'. (_ssl.c:992)",True,200,1402,Burp Collaborator https://burpcollaborator.net/,,,True,200,2512,Burp Collaborator https://burpcollaborator.net/,,,False,,412,,,"HTTPConnectionPool(host='polling.135.225.76.124', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.135.225.76.124', port=80): Failed to resolve 'polling.135.225.76.124' ([Errno 11001] getaddrinfo failed)""))",False,,5,,,"HTTPSConnectionPool(host='polling.135.225.76.124', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.135.225.76.124', port=443): Failed to resolve 'polling.135.225.76.124' ([Errno 11001] getaddrinfo failed)""))"
165.227.120.193,165.227.120.193,失败,6,12,6,50.0,False,polling_dns|tcp:53|tcp:25|tcp:465|polling_http|polling_https,True,165.227.120.193,polling.165.227.120.193,False,,False,6346,,timed out,True,305,,,True,237,,,False,3192,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,657,220 collab.dalecardwellinvestigates.com Burp Collaborator Server ready,,False,1265,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '165.227.120.193'. (_ssl.c:992)",True,200,1063,Burp Collaborator https://burpcollaborator.net/,,,True,200,1940,Burp Collaborator https://burpcollaborator.net/,,,False,,13,,,"HTTPConnectionPool(host='polling.165.227.120.193', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.165.227.120.193', port=80): Failed to resolve 'polling.165.227.120.193' ([Errno 11001] getaddrinfo failed)""))",False,,2,,,"HTTPSConnectionPool(host='polling.165.227.120.193', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.165.227.120.193', port=443): Failed to resolve 'polling.165.227.120.193' ([Errno 11001] getaddrinfo failed)""))"
