输入值,规范化URL,协议,主机,DNS成功,解析IP列表,探测成功,HTTP状态码,最终URL,耗时毫秒,内容类型,服务器,标题,错误,全绿
https://burp.sysadvlab.work,https://burp.sysadvlab.work,https,burp.sysadvlab.work,True,138.197.185.114,True,200,https://burp.sysadvlab.work/,4577,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://185.171.196.251,https://185.171.196.251,https,185.171.196.251,True,185.171.196.251,True,200,https://185.171.196.251/,3138,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://185.19.184.142,https://185.19.184.142,https,185.19.184.142,True,185.19.184.142,True,200,https://185.19.184.142/,3073,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://135.220.162.127,https://135.220.162.127,https,135.220.162.127,True,135.220.162.127,True,200,https://135.220.162.127/,3190,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://169.38.106.74,https://169.38.106.74,https,169.38.106.74,True,169.38.106.74,True,200,https://169.38.106.74/,3318,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://178.62.232.12,https://178.62.232.12,https,178.62.232.12,True,178.62.232.12,True,200,https://178.62.232.12/,3087,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://51.38.184.89,https://51.38.184.89,https,51.38.184.89,True,51.38.184.89,True,200,https://51.38.184.89/,3184,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://198.12.116.99,https://198.12.116.99,https,198.12.116.99,True,198.12.116.99,True,200,https://198.12.116.99/,3255,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://81.95.8.184,https://81.95.8.184,https,81.95.8.184,True,81.95.8.184,True,200,https://81.95.8.184/,3187,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://188.126.71.97,https://188.126.71.97,https,188.126.71.97,True,188.126.71.97,True,200,https://188.126.71.97/,3345,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://120.138.30.134,https://120.138.30.134,https,120.138.30.134,True,120.138.30.134,True,200,https://120.138.30.134/,3387,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://23.239.11.176,https://23.239.11.176,https,23.239.11.176,True,23.239.11.176,True,200,https://23.239.11.176/,3638,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://212.83.177.83,https://212.83.177.83,https,212.83.177.83,True,212.83.177.83,True,200,https://212.83.177.83/,3638,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://www.rw8.me,https://www.rw8.me,https,www.rw8.me,True,51.91.79.144,True,200,https://www.rw8.me/,5488,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://20.31.224.59,https://20.31.224.59,https,20.31.224.59,True,20.31.224.59,True,200,https://20.31.224.59/,3478,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://51.38.113.4,https://51.38.113.4,https,51.38.113.4,True,51.38.113.4,True,200,https://51.38.113.4/,6676,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://34.145.238.24,https://34.145.238.24,https,34.145.238.24,True,34.145.238.24,True,200,https://34.145.238.24/,3614,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://81.145.232.113,https://81.145.232.113,https,81.145.232.113,True,81.145.232.113,True,200,https://81.145.232.113/,3726,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
burp.golnk.xyz,https://burp.golnk.xyz,https,burp.golnk.xyz,True,91.120.23.153,True,200,https://burp.golnk.xyz/,5399,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://104.248.231.250,https://104.248.231.250,https,104.248.231.250,True,104.248.231.250,True,200,https://104.248.231.250/,3619,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://5.196.105.2,https://5.196.105.2,https,5.196.105.2,True,5.196.105.2,True,200,https://5.196.105.2/,4378,text/html,Burp Collaborator https://burpcollaborator.net/,Collab Server,,True
https://188.245.110.201,https://188.245.110.201,https,188.245.110.201,True,188.245.110.201,True,200,https://188.245.110.201/,3612,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://38.242.21.206,https://38.242.21.206,https,38.242.21.206,True,38.242.21.206,True,200,https://38.242.21.206/,4010,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://84.22.115.173,https://84.22.115.173,https,84.22.115.173,True,84.22.115.173,True,200,https://84.22.115.173/,1953,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://217.182.168.35,https://217.182.168.35,https,217.182.168.35,True,217.182.168.35,True,200,https://217.182.168.35/,1506,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://195.49.25.218,https://195.49.25.218,https,195.49.25.218,True,195.49.25.218,True,200,https://195.49.25.218/,1553,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://46.105.92.192,https://46.105.92.192,https,46.105.92.192,True,46.105.92.192,True,200,https://46.105.92.192/,4818,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://161.35.246.210,https://161.35.246.210,https,161.35.246.210,True,161.35.246.210,True,200,https://161.35.246.210/,4391,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://85.88.9.184,https://85.88.9.184,https,85.88.9.184,True,85.88.9.184,True,200,https://85.88.9.184/,4511,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://91.120.23.153,https://91.120.23.153,https,91.120.23.153,True,91.120.23.153,True,200,https://91.120.23.153/,2061,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://burp.golnk.xyz,https://burp.golnk.xyz,https,burp.golnk.xyz,True,91.120.23.153,True,200,https://burp.golnk.xyz/,7041,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://64.225.7.51,https://64.225.7.51,https,64.225.7.51,True,64.225.7.51,True,200,https://64.225.7.51/,4865,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://94.130.187.49,https://94.130.187.49,https,94.130.187.49,True,94.130.187.49,True,200,https://94.130.187.49/,5660,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
c.vii.is,https://c.vii.is,https,c.vii.is,True,138.68.154.32,True,200,https://c.vii.is/,4250,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://164.90.180.119,https://164.90.180.119,https,164.90.180.119,True,164.90.180.119,True,200,https://164.90.180.119/,5144,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://138.68.114.237,https://138.68.114.237,https,138.68.114.237,True,138.68.114.237,True,200,https://138.68.114.237/,2538,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
3.17.46.85,https://3.17.46.85,https,3.17.46.85,True,3.17.46.85,True,200,https://3.17.46.85/,9650,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://12.110.86.134,https://12.110.86.134,https,12.110.86.134,True,12.110.86.134,True,200,https://12.110.86.134/,4869,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://172.236.227.243,https://172.236.227.243,https,172.236.227.243,True,172.236.227.243,True,200,https://172.236.227.243/,2743,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://209.97.142.130,https://209.97.142.130,https,209.97.142.130,True,209.97.142.130,True,200,https://209.97.142.130/,3023,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
18.130.37.164,https://18.130.37.164,https,18.130.37.164,True,18.130.37.164,True,200,https://18.130.37.164/,3723,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://202.232.122.150,https://202.232.122.150,https,202.232.122.150,True,202.232.122.150,True,200,https://202.232.122.150/,3131,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://37.16.105.123,https://37.16.105.123,https,37.16.105.123,True,37.16.105.123,True,200,https://37.16.105.123/,4129,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://157.230.61.47,https://157.230.61.47,https,157.230.61.47,True,157.230.61.47,True,200,https://157.230.61.47/,4143,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
www.ux6.me,https://www.ux6.me,https,www.ux6.me,True,141.94.204.116,True,200,https://www.ux6.me/,3152,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://kpa.pw,https://kpa.pw,https,kpa.pw,True,37.60.241.125,True,200,https://kpa.pw/,3662,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://www.kpa.pw,https://www.kpa.pw,https,www.kpa.pw,True,37.60.241.125,True,200,https://www.kpa.pw/,3668,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://141.94.204.116,https://141.94.204.116,https,141.94.204.116,True,141.94.204.116,True,200,https://141.94.204.116/,3399,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://82.98.89.2,https://82.98.89.2,https,82.98.89.2,True,82.98.89.2,True,200,https://82.98.89.2/,3447,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://138.197.139.91,https://138.197.139.91,https,138.197.139.91,True,138.197.139.91,True,200,https://138.197.139.91/,3669,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
kpa.pw,https://kpa.pw,https,kpa.pw,True,37.60.241.125,True,200,https://kpa.pw/,3330,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://109.199.127.102,https://109.199.127.102,https,109.199.127.102,True,109.199.127.102,True,200,https://109.199.127.102/,4299,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://38.27.163.248,https://38.27.163.248,https,38.27.163.248,True,38.27.163.248,True,200,https://38.27.163.248/,4247,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://164.92.135.94,https://164.92.135.94,https,164.92.135.94,True,164.92.135.94,True,200,https://164.92.135.94/,3555,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://3.32.64.102,https://3.32.64.102,https,3.32.64.102,True,3.32.64.102,True,200,https://3.32.64.102/,3930,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
34.231.199.127,https://34.231.199.127,https,34.231.199.127,True,34.231.199.127,True,200,https://34.231.199.127/,2326,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://137.184.242.250,https://137.184.242.250,https,137.184.242.250,True,137.184.242.250,True,200,https://137.184.242.250/,3574,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://165.227.26.79,https://165.227.26.79,https,165.227.26.79,True,165.227.26.79,True,200,https://165.227.26.79/,2733,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
80.249.149.144,https://80.249.149.144,https,80.249.149.144,True,80.249.149.144,True,200,https://80.249.149.144/,2438,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://104.155.53.206,https://104.155.53.206,https,104.155.53.206,True,104.155.53.206,True,200,https://104.155.53.206/,4010,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://142.93.251.143,https://142.93.251.143,https,142.93.251.143,True,142.93.251.143,True,200,https://142.93.251.143/,3682,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://c.fxz.se,https://c.fxz.se,https,c.fxz.se,True,209.97.142.130,True,200,https://c.fxz.se/,5483,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://175.145.93.178,https://175.145.93.178,https,175.145.93.178,True,175.145.93.178,True,200,https://175.145.93.178/,4093,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://136.144.212.94,https://136.144.212.94,https,136.144.212.94,True,136.144.212.94,True,200,https://136.144.212.94/,3836,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
185.144.92.20,https://185.144.92.20,https,185.144.92.20,True,185.144.92.20,True,200,https://185.144.92.20/,2269,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://195.201.138.241,https://195.201.138.241,https,195.201.138.241,True,195.201.138.241,False,,,4702,,,,"HTTPSConnectionPool(host='195.201.138.241', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='195.201.138.241', port=443): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。""))",False
www.kpa.pw,https://www.kpa.pw,https,www.kpa.pw,True,37.60.241.125,True,200,https://www.kpa.pw/,4537,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
51.91.79.105,https://51.91.79.105,https,51.91.79.105,True,51.91.79.105,True,200,https://51.91.79.105/,3187,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://211.159.170.170,https://211.159.170.170,https,211.159.170.170,True,211.159.170.170,True,200,https://211.159.170.170/,1523,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
211.188.55.128,https://211.188.55.128,https,211.188.55.128,True,211.188.55.128,True,200,https://211.188.55.128/,1281,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
63.32.201.71,https://63.32.201.71,https,63.32.201.71,True,63.32.201.71,True,200,https://63.32.201.71/,1582,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
199.247.7.198,https://199.247.7.198,https,199.247.7.198,True,199.247.7.198,True,200,https://199.247.7.198/,1608,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
38.100.163.98,https://38.100.163.98,https,38.100.163.98,True,38.100.163.98,True,200,https://38.100.163.98/,4181,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://142.93.152.140,https://142.93.152.140,https,142.93.152.140,True,142.93.152.140,True,200,https://142.93.152.140/,4241,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
143.198.98.84,https://143.198.98.84,https,143.198.98.84,True,143.198.98.84,True,200,https://143.198.98.84/,2131,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
burpcollab.binsec.com,https://burpcollab.binsec.com,https,burpcollab.binsec.com,True,162.55.59.194,True,200,https://burpcollab.binsec.com/,3841,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://burpcollab.binsec.com,https://burpcollab.binsec.com,https,burpcollab.binsec.com,True,162.55.59.194,True,200,https://burpcollab.binsec.com/,3789,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
34.249.33.80,https://34.249.33.80,https,34.249.33.80,True,34.249.33.80,True,200,https://34.249.33.80/,3728,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://185.142.184.12,https://185.142.184.12,https,185.142.184.12,True,185.142.184.12,True,200,https://185.142.184.12/,5225,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
212.233.75.130,https://212.233.75.130,https,212.233.75.130,True,212.233.75.130,True,503,https://212.233.75.130/,1920,text/html,,,,False
82.145.216.214,https://82.145.216.214,https,82.145.216.214,True,82.145.216.214,True,200,https://82.145.216.214/,3949,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
116.203.156.191,https://116.203.156.191,https,116.203.156.191,True,116.203.156.191,True,200,https://116.203.156.191/,3958,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://37.60.241.125,https://37.60.241.125,https,37.60.241.125,True,37.60.241.125,True,200,https://37.60.241.125/,4509,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
116.202.121.27,https://116.202.121.27,https,116.202.121.27,True,116.202.121.27,True,200,https://116.202.121.27/,3571,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
3.65.29.96,https://3.65.29.96,https,3.65.29.96,True,3.65.29.96,True,200,https://3.65.29.96/,3054,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://162.55.59.194,https://162.55.59.194,https,162.55.59.194,True,162.55.59.194,True,200,https://162.55.59.194/,5387,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
3.140.217.238,https://3.140.217.238,https,3.140.217.238,True,3.140.217.238,True,200,https://3.140.217.238/,2246,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://bcollaborator.syss.de,https://bcollaborator.syss.de,https,bcollaborator.syss.de,True,185.142.184.12,True,200,https://bcollaborator.syss.de/,5066,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://91.107.199.191,https://91.107.199.191,https,91.107.199.191,True,91.107.199.191,True,200,https://91.107.199.191/,5603,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
175.145.93.178,https://175.145.93.178,https,175.145.93.178,True,175.145.93.178,True,200,https://175.145.93.178/,4050,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
206.189.219.154,https://206.189.219.154,https,206.189.219.154,True,206.189.219.154,True,200,https://206.189.219.154/,2238,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
collab.collabme.ca,https://collab.collabme.ca,https,collab.collabme.ca,True,138.197.139.91,True,200,https://collab.collabme.ca/,5979,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://54.36.236.69:8443,https://54.36.236.69:8443,https,54.36.236.69,True,54.36.236.69,True,200,https://54.36.236.69:8443/,2175,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
80.255.6.23,https://80.255.6.23,https,80.255.6.23,True,80.255.6.23,True,200,https://80.255.6.23/,2032,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
3.32.64.102,https://3.32.64.102,https,3.32.64.102,True,3.32.64.102,True,200,https://3.32.64.102/,5023,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://49.255.213.133,https://49.255.213.133,https,49.255.213.133,True,49.255.213.133,False,,,9358,,,,"HTTPSConnectionPool(host='49.255.213.133', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='49.255.213.133', port=443) at 0x231bbe189d0>, 'Connection to 49.255.213.133 timed out. (connect timeout=8.0)'))",False
217.154.55.56,https://217.154.55.56,https,217.154.55.56,True,217.154.55.56,True,200,https://217.154.55.56/,3200,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://154.53.54.17,https://154.53.54.17,https,154.53.54.17,True,154.53.54.17,False,,,10872,,,,"HTTPSConnectionPool(host='154.53.54.17', port=443): Read timed out. (read timeout=8.0)",False
https://159.223.99.181:8443,https://159.223.99.181:8443,https,159.223.99.181,True,159.223.99.181,True,200,https://159.223.99.181:8443/,3033,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://185.238.32.140,https://185.238.32.140,https,185.238.32.140,True,185.238.32.140,False,,,8029,,,,"HTTPSConnectionPool(host='185.238.32.140', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='185.238.32.140', port=443) at 0x231bbe85c90>, 'Connection to 185.238.32.140 timed out. (connect timeout=8.0)'))",False
211.159.170.170,https://211.159.170.170,https,211.159.170.170,True,211.159.170.170,True,200,https://211.159.170.170/,2140,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://139.162.149.137:8443,https://139.162.149.137:8443,https,139.162.149.137,True,139.162.149.137,True,200,https://139.162.149.137:8443/,3500,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
77.109.136.199,https://77.109.136.199,https,77.109.136.199,True,77.109.136.199,True,200,https://77.109.136.199/,3421,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
54.206.215.40,https://54.206.215.40,https,54.206.215.40,True,54.206.215.40,True,200,https://54.206.215.40/,1813,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
51.195.222.153,https://51.195.222.153,https,51.195.222.153,True,51.195.222.153,True,200,https://51.195.222.153/,1567,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
44.206.215.180,https://44.206.215.180,https,44.206.215.180,True,44.206.215.180,True,200,https://44.206.215.180/,2165,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
83.228.247.89,https://83.228.247.89,https,83.228.247.89,True,83.228.247.89,True,200,https://83.228.247.89/,2366,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
52.200.219.79,https://52.200.219.79,https,52.200.219.79,True,52.200.219.79,True,200,https://52.200.219.79/,2928,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://49.0.66.52:4443,https://49.0.66.52:4443,https,49.0.66.52,True,49.0.66.52,True,200,https://49.0.66.52:4443/,2454,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://157.173.112.251:4443,https://157.173.112.251:4443,https,157.173.112.251,True,157.173.112.251,True,200,https://157.173.112.251:4443/,2713,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
185.20.136.109,https://185.20.136.109,https,185.20.136.109,True,185.20.136.109,True,200,https://185.20.136.109/,4204,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
54.161.221.240,https://54.161.221.240,https,54.161.221.240,True,54.161.221.240,True,200,https://54.161.221.240/,3013,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://192.227.211.88:4443,https://192.227.211.88:4443,https,192.227.211.88,True,192.227.211.88,True,200,https://192.227.211.88:4443/,2589,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
159.89.156.83,https://159.89.156.83,https,159.89.156.83,True,159.89.156.83,True,200,https://159.89.156.83/,4020,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://192.46.230.191:8443,https://192.46.230.191:8443,https,192.46.230.191,True,192.46.230.191,True,200,https://192.46.230.191:8443/,4001,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
206.81.17.217,https://206.81.17.217,https,206.81.17.217,True,206.81.17.217,True,200,https://206.81.17.217/,2428,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
217.182.169.132,https://217.182.169.132,https,217.182.169.132,True,217.182.169.132,True,200,https://217.182.169.132/,2037,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://bounty.tools,https://bounty.tools,https,bounty.tools,True,174.138.51.1,True,200,https://bounty.tools/,3590,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
159.223.28.15,https://159.223.28.15,https,159.223.28.15,True,159.223.28.15,True,200,https://159.223.28.15/,3992,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
bounty.tools,https://bounty.tools,https,bounty.tools,True,174.138.51.1,True,200,https://bounty.tools/,3391,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
52.166.203.119,https://52.166.203.119,https,52.166.203.119,True,52.166.203.119,True,200,https://52.166.203.119/,4276,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
40.113.50.89,https://40.113.50.89,https,40.113.50.89,True,40.113.50.89,True,200,https://40.113.50.89/,2187,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
3.27.174.128,https://3.27.174.128,https,3.27.174.128,True,3.27.174.128,True,200,https://3.27.174.128/,2269,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
54.163.40.81,https://54.163.40.81,https,54.163.40.81,True,54.163.40.81,True,200,https://54.163.40.81/,3770,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
88.208.96.173,https://88.208.96.173,https,88.208.96.173,True,88.208.96.173,True,200,https://88.208.96.173/,2267,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
147.182.134.54,https://147.182.134.54,https,147.182.134.54,True,147.182.134.54,True,200,https://147.182.134.54/,3161,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
74.249.146.99,https://74.249.146.99,https,74.249.146.99,True,74.249.146.99,True,200,https://74.249.146.99/,2967,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
142.93.152.140,https://142.93.152.140,https,142.93.152.140,True,142.93.152.140,True,200,https://142.93.152.140/,2907,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
141.94.206.192,https://141.94.206.192,https,141.94.206.192,True,141.94.206.192,True,200,https://141.94.206.192/,2493,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
165.227.155.214,https://165.227.155.214,https,165.227.155.214,True,165.227.155.214,True,200,https://165.227.155.214/,3500,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
38.100.163.117,https://38.100.163.117,https,38.100.163.117,True,38.100.163.117,True,200,https://38.100.163.117/,3301,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
51.38.231.99,https://51.38.231.99,https,51.38.231.99,True,51.38.231.99,True,200,https://51.38.231.99/,3274,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
44.246.164.176,https://44.246.164.176,https,44.246.164.176,True,44.246.164.176,True,200,https://44.246.164.176/,5784,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
54.37.136.82,https://54.37.136.82,https,54.37.136.82,True,54.37.136.82,True,200,https://54.37.136.82/,3479,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://x.quack.ovh,https://x.quack.ovh,https,x.quack.ovh,True,159.89.156.83,True,200,https://x.quack.ovh/,3187,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
44.230.244.199,https://44.230.244.199,https,44.230.244.199,True,44.230.244.199,True,200,https://44.230.244.199/,6107,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
x.quack.ovh,https://x.quack.ovh,https,x.quack.ovh,True,159.89.156.83,True,200,https://x.quack.ovh/,3815,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
20.16.108.198,https://20.16.108.198,https,20.16.108.198,True,20.16.108.198,True,200,https://20.16.108.198/,2920,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
b.huskpup.com,https://b.huskpup.com,https,b.huskpup.com,True,38.100.163.117,True,200,https://b.huskpup.com/,4129,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
51.91.79.144,https://51.91.79.144,https,51.91.79.144,True,51.91.79.144,True,200,https://51.91.79.144/,3117,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
158.220.115.41,https://158.220.115.41,https,158.220.115.41,True,158.220.115.41,True,200,https://158.220.115.41/,3009,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
178.62.237.214,https://178.62.237.214,https,178.62.237.214,True,178.62.237.214,True,200,https://178.62.237.214/,2901,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
167.99.92.95,https://167.99.92.95,https,167.99.92.95,True,167.99.92.95,True,200,https://167.99.92.95/,4780,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
139.99.90.26,https://139.99.90.26,https,139.99.90.26,True,139.99.90.26,True,200,https://139.99.90.26/,3177,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
185.171.196.251,https://185.171.196.251,https,185.171.196.251,True,185.171.196.251,True,200,https://185.171.196.251/,3110,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
147.135.77.70,https://147.135.77.70,https,147.135.77.70,True,147.135.77.70,True,200,https://147.135.77.70/,2311,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
136.115.216.28,https://136.115.216.28,https,136.115.216.28,True,136.115.216.28,True,200,https://136.115.216.28/,3065,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://23.100.12.228,https://23.100.12.228,https,23.100.12.228,True,23.100.12.228,True,200,https://23.100.12.228/,2418,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
178.62.232.12,https://178.62.232.12,https,178.62.232.12,True,178.62.232.12,True,200,https://178.62.232.12/,3220,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://20.16.108.198,https://20.16.108.198,https,20.16.108.198,True,20.16.108.198,True,200,https://20.16.108.198/,2751,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://c.c2.rip,https://c.c2.rip,https,c.c2.rip,True,2604:a880:400:d0::1aca:1001|143.244.212.178,True,200,https://c.c2.rip/,6318,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://185.20.136.109,https://185.20.136.109,https,185.20.136.109,True,185.20.136.109,True,200,https://185.20.136.109/,2954,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
https://38.99.30.43,https://38.99.30.43,https,38.99.30.43,True,38.99.30.43,True,200,https://38.99.30.43/,2723,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
178.63.252.192,https://178.63.252.192,https,178.63.252.192,True,178.63.252.192,True,200,https://178.63.252.192/,3217,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
164.92.134.68,https://164.92.134.68,https,164.92.134.68,True,164.92.134.68,True,200,https://164.92.134.68/,3040,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
c.c2.rip,https://c.c2.rip,https,c.c2.rip,True,2604:a880:400:d0::1aca:1001|143.244.212.178,True,200,https://c.c2.rip/,6771,text/html,Burp Collaborator https://burpcollaborator.net/,,,True
