输入值,主机,结论,通过项数,总项数,失败项数,通过率(%),全绿,失败项列表,DNS成功,解析IP列表,端口53成功,端口53耗时毫秒,端口53Banner,端口53错误,端口80成功,端口80耗时毫秒,端口80Banner,端口80错误,端口443成功,端口443耗时毫秒,端口443Banner,端口443错误,端口25成功,端口25耗时毫秒,端口25Banner,端口25错误,端口587成功,端口587耗时毫秒,端口587Banner,端口587错误,端口465成功,端口465耗时毫秒,端口465Banner,端口465错误,HTTP成功,HTTP状态码,HTTP耗时毫秒,HTTP服务器,HTTP标题,HTTP错误,HTTPS成功,HTTPS状态码,HTTPS耗时毫秒,HTTPS服务器,HTTPS标题,HTTPS错误
167.71.56.129,167.71.56.129,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,167.71.56.129,False,3301,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,254,,,True,251,,,True,641,220 ph-ekovoltis.pl Burp Collaborator Server ready,,True,553,220 ph-ekovoltis.pl Burp Collaborator Server ready,,False,1716,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '167.71.56.129'. (_ssl.c:992)",True,200,523,Burp Collaborator https://burpcollaborator.net/,,,True,200,1175,Burp Collaborator https://burpcollaborator.net/,,
34.145.238.24,34.145.238.24,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,34.145.238.24,False,3438,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,258,,,True,277,,,True,567,220 x9.to Burp Collaborator Server ready,,True,531,220 x9.to Burp Collaborator Server ready,,False,1801,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '34.145.238.24'. (_ssl.c:992)",True,200,597,Burp Collaborator https://burpcollaborator.net/,,,True,200,1153,Burp Collaborator https://burpcollaborator.net/,,
109.199.127.102,109.199.127.102,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,109.199.127.102,False,3362,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,255,,,True,254,,,True,603,220 collab.c14dd49h.ovh Burp Collaborator Server ready,,True,619,220 collab.c14dd49h.ovh Burp Collaborator Server ready,,False,1037,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '109.199.127.102'. (_ssl.c:992)",True,200,639,Burp Collaborator https://burpcollaborator.net/,,,True,200,1239,Burp Collaborator https://burpcollaborator.net/,,
138.124.209.110,138.124.209.110,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,138.124.209.110,False,3133,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,211,,,True,239,,,True,455,220 burp.a1digitalcollab.com Burp Collaborator Server ready,,True,1059,220 burp.a1digitalcollab.com Burp Collaborator Server ready,,False,749,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '138.124.209.110'. (_ssl.c:992)",True,200,443,Burp Collaborator https://burpcollaborator.net/,,,True,200,1097,Burp Collaborator https://burpcollaborator.net/,,
165.232.128.79,165.232.128.79,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,165.232.128.79,False,3170,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,164,,,True,1169,,,True,321,220 burp.corpvus.com Burp Collaborator Server ready,,True,323,220 burp.corpvus.com Burp Collaborator Server ready,,False,710,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '165.232.128.79'. (_ssl.c:992)",True,200,329,Burp Collaborator https://burpcollaborator.net/,,,True,200,808,Burp Collaborator https://burpcollaborator.net/,,
138.197.139.91,138.197.139.91,通过但有警告,8,9,1,88.89,False,tcp:465,True,138.197.139.91,True,303,,,True,234,,,True,226,,,True,441,220 collab.collabme.ca Burp Collaborator Server ready,,True,434,220 collab.collabme.ca Burp Collaborator Server ready,,False,948,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '138.197.139.91'. (_ssl.c:992)",True,200,533,Burp Collaborator https://burpcollaborator.net/,,,True,200,983,Burp Collaborator https://burpcollaborator.net/,,
168.215.65.90,168.215.65.90,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,168.215.65.90,False,3006,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,190,,,True,192,,,True,381,220 collaborator01.optivlabs.com Burp Collaborator Server ready,,True,383,220 collaborator01.optivlabs.com Burp Collaborator Server ready,,False,644,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '168.215.65.90'. (_ssl.c:992)",True,200,392,Burp Collaborator https://burpcollaborator.net/,,,True,200,983,Burp Collaborator https://burpcollaborator.net/,,
91.107.199.191,91.107.199.191,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,91.107.199.191,False,3109,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,194,,,True,1189,,,True,465,220 b.4a.io Burp Collaborator Server ready,,True,373,220 b.4a.io Burp Collaborator Server ready,,False,714,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '91.107.199.191'. (_ssl.c:992)",True,200,515,Burp Collaborator https://burpcollaborator.net/,,,True,200,937,Burp Collaborator https://burpcollaborator.net/,,
136.144.212.94,136.144.212.94,失败,6,9,3,66.67,False,tcp:53|tcp:587|tcp:465,True,136.144.212.94,False,6012,,timed out,True,263,,,True,281,,,True,581,220 bc.secura-test.com Burp Collaborator Server ready,,False,6169,,timed out,False,895,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '136.144.212.94'. (_ssl.c:992)",True,200,594,Burp Collaborator https://burpcollaborator.net/,,,True,200,1113,Burp Collaborator https://burpcollaborator.net/,,
198.12.116.99,198.12.116.99,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,198.12.116.99,False,2932,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,184,,,True,212,,,True,375,220 bpco.telhzfax.top Burp Collaborator Server ready,,True,359,220 bpco.telhzfax.top Burp Collaborator Server ready,,False,936,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '198.12.116.99'. (_ssl.c:992)",True,200,402,Burp Collaborator https://burpcollaborator.net/,,,True,200,994,Burp Collaborator https://burpcollaborator.net/,,
212.83.177.83,212.83.177.83,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,212.83.177.83,False,3184,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,230,,,True,227,,,True,451,220 collaborator.randoritest.fr Burp Collaborator Server ready,,True,450,220 collaborator.randoritest.fr Burp Collaborator Server ready,,False,824,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '212.83.177.83'. (_ssl.c:992)",True,200,455,Burp Collaborator https://burpcollaborator.net/,,,True,200,1925,Burp Collaborator https://burpcollaborator.net/,,
138.197.147.234,138.197.147.234,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,138.197.147.234,False,3220,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,260,,,True,210,,,True,466,220 collab.polarsec.xyz Burp Collaborator Server ready,,True,416,220 collab.polarsec.xyz Burp Collaborator Server ready,,False,814,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '138.197.147.234'. (_ssl.c:992)",True,200,478,Burp Collaborator https://burpcollaborator.net/,,,True,200,969,Burp Collaborator https://burpcollaborator.net/,,
104.236.229.66,104.236.229.66,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,104.236.229.66,False,6023,,timed out,True,243,,,True,275,,,True,490,220 burp.triaxiomsecurity.com Burp Collaborator Server ready,,True,576,220 burp.triaxiomsecurity.com Burp Collaborator Server ready,,False,830,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '104.236.229.66'. (_ssl.c:992)",True,200,471,Burp Collaborator https://burpcollaborator.net/,,,True,200,1335,Burp Collaborator https://burpcollaborator.net/,,
139.162.149.137,139.162.149.137,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,139.162.149.137,False,3408,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,267,,,True,261,,,True,1547,220 x.securak.pl Burp Collaborator Server ready,,True,508,220 x.securak.pl Burp Collaborator Server ready,,False,855,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '139.162.149.137'. (_ssl.c:992)",True,200,505,Burp Collaborator https://burpcollaborator.net/,,,True,200,1166,Burp Collaborator https://burpcollaborator.net/,,
117.72.73.84,117.72.73.84,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,117.72.73.84,False,2297,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,101,,,True,45,,,True,80,220 burp.juzi995.com Burp Collaborator Server ready,,True,77,220 burp.juzi995.com Burp Collaborator Server ready,,False,207,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '117.72.73.84'. (_ssl.c:992)",True,200,91,Burp Collaborator https://burpcollaborator.net/,,,True,200,369,Burp Collaborator https://burpcollaborator.net/,,
170.64.138.211,170.64.138.211,失败,6,9,3,66.67,False,tcp:53|tcp:465|https,True,170.64.138.211,False,6011,,timed out,True,287,,,True,379,,,True,557,220 c.krm.nz Burp Collaborator Server ready,,True,632,220 c.krm.nz Burp Collaborator Server ready,,False,1524,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '170.64.138.211'. (_ssl.c:992)",True,200,4950,Burp Collaborator https://burpcollaborator.net/,,,False,,7567,,,"HTTPSConnectionPool(host='170.64.138.211', port=443): Read timed out. (read timeout=6.0)"
161.35.246.210,161.35.246.210,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,161.35.246.210,False,3307,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,296,,,True,245,,,True,1533,220 b.joax.net Burp Collaborator Server ready,,True,514,220 b.joax.net Burp Collaborator Server ready,,False,1220,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '161.35.246.210'. (_ssl.c:992)",True,200,523,Burp Collaborator https://burpcollaborator.net/,,,True,200,1185,Burp Collaborator https://burpcollaborator.net/,,
38.99.30.43,38.99.30.43,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,38.99.30.43,False,2990,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,1182,,,True,170,,,True,350,220 na.nccburp.com Burp Collaborator Server ready,,True,341,220 na.nccburp.com Burp Collaborator Server ready,,False,1707,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '38.99.30.43'. (_ssl.c:992)",True,200,364,Burp Collaborator https://burpcollaborator.net/,,,True,200,1103,Burp Collaborator https://burpcollaborator.net/,,
5.9.233.91,5.9.233.91,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,5.9.233.91,False,4345,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,195,,,True,193,,,True,367,220 bc.x0.ci Burp Collaborator Server ready,,True,398,220 bc.x0.ci Burp Collaborator Server ready,,False,669,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:992),True,200,423,Burp Collaborator https://burpcollaborator.net/,,,True,200,935,Burp Collaborator https://burpcollaborator.net/,,
162.55.59.194,162.55.59.194,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,162.55.59.194,False,3025,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,205,,,True,333,,,True,419,220 burpcollab.binsec.com Burp Collaborator Server ready,,True,454,220 burpcollab.binsec.com Burp Collaborator Server ready,,False,758,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '162.55.59.194'. (_ssl.c:992)",True,200,454,Burp Collaborator https://burpcollaborator.net/,,,True,200,1116,Burp Collaborator https://burpcollaborator.net/,,
12.110.86.134,12.110.86.134,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,12.110.86.134,False,3139,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,206,,,True,218,,,True,438,220 wiz8.com Burp Collaborator Server ready,,True,439,220 wiz8.com Burp Collaborator Server ready,,False,766,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '12.110.86.134'. (_ssl.c:992)",True,200,535,Burp Collaborator https://burpcollaborator.net/,,,True,200,1082,Burp Collaborator https://burpcollaborator.net/,,
23.100.12.228,23.100.12.228,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,23.100.12.228,False,3094,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,216,,,True,291,,,True,456,220 oast.appsec.qrgcsrt.com Burp Collaborator Server ready,,True,752,220 oast.appsec.qrgcsrt.com Burp Collaborator Server ready,,False,824,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '23.100.12.228'. (_ssl.c:992)",True,200,1638,Burp Collaborator https://burpcollaborator.net/,,,True,200,2013,Burp Collaborator https://burpcollaborator.net/,,
91.120.23.153,91.120.23.153,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,91.120.23.153,False,3153,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,209,,,True,207,,,True,478,220 golnk.xyz Burp Collaborator Server ready,,True,381,220 golnk.xyz Burp Collaborator Server ready,,False,551,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '91.120.23.153'. (_ssl.c:992)",True,200,441,Burp Collaborator https://burpcollaborator.net/,,,True,200,1486,Burp Collaborator https://burpcollaborator.net/,,
185.19.184.142,185.19.184.142,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,185.19.184.142,False,3221,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,223,,,True,239,,,True,504,220 snpoc.com Burp Collaborator Server ready,,True,1155,220 snpoc.com Burp Collaborator Server ready,,False,1437,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '185.19.184.142'. (_ssl.c:992)",True,200,454,Burp Collaborator https://burpcollaborator.net/,,,True,200,1131,Burp Collaborator https://burpcollaborator.net/,,
138.68.114.237,138.68.114.237,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,138.68.114.237,False,3262,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,471,,,True,241,,,True,495,220 bc.pingback.zone Burp Collaborator Server ready,,True,472,220 bc.pingback.zone Burp Collaborator Server ready,,False,1289,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '138.68.114.237'. (_ssl.c:992)",True,200,501,Burp Collaborator https://burpcollaborator.net/,,,True,200,1146,Burp Collaborator https://burpcollaborator.net/,,
51.38.113.4,51.38.113.4,通过但有警告,8,9,1,88.89,False,tcp:465,True,51.38.113.4,True,203,,,True,1210,,,True,176,,,True,403,220 2ol.pw Burp Collaborator Server ready,,True,389,220 2ol.pw Burp Collaborator Server ready,,False,1028,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '51.38.113.4'. (_ssl.c:992)",True,200,492,Burp Collaborator https://burpcollaborator.net/,,,True,200,2235,Burp Collaborator https://burpcollaborator.net/,,
165.227.26.79,165.227.26.79,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,165.227.26.79,False,6015,,timed out,True,165,,,True,187,,,True,333,220 collab.ssgllc.us Burp Collaborator Server ready,,True,407,220 collab.ssgllc.us Burp Collaborator Server ready,,False,627,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '165.227.26.79'. (_ssl.c:992)",True,200,343,Burp Collaborator https://burpcollaborator.net/,,,True,200,837,Burp Collaborator https://burpcollaborator.net/,,
172.237.80.9,172.237.80.9,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,172.237.80.9,False,6015,,timed out,True,338,,,True,417,,,True,757,220 oscar.pt3.io Burp Collaborator Server ready,,True,1576,220 oscar.pt3.io Burp Collaborator Server ready,,False,2631,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '172.237.80.9'. (_ssl.c:992)",True,200,766,Burp Collaborator https://burpcollaborator.net/,,,True,200,2335,Burp Collaborator https://burpcollaborator.net/,,
135.125.183.49,135.125.183.49,通过但有警告,8,9,1,88.89,False,tcp:465,True,135.125.183.49,True,1214,,,True,204,,,True,225,,,True,440,220 ppu.pw Burp Collaborator Server ready,,True,379,220 ppu.pw Burp Collaborator Server ready,,False,732,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '135.125.183.49'. (_ssl.c:992)",True,200,469,Burp Collaborator https://burpcollaborator.net/,,,True,200,1326,Burp Collaborator https://burpcollaborator.net/,,
85.88.9.184,85.88.9.184,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,85.88.9.184,False,6002,,timed out,True,209,,,True,190,,,True,1429,220 bcsd.digitrace.de Burp Collaborator Server ready,,True,389,220 bcsd.digitrace.de Burp Collaborator Server ready,,False,495,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '85.88.9.184'. (_ssl.c:992)",True,200,454,Burp Collaborator https://burpcollaborator.net/,,,True,200,1477,Burp Collaborator https://burpcollaborator.net/,,
172.105.159.243,172.105.159.243,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,172.105.159.243,False,3481,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,1248,,,True,234,,,True,1490,220 burpcollaborator.spiral-sec.com Burp Collaborator Server ready,,True,517,220 burpcollaborator.spiral-sec.com Burp Collaborator Server ready,,False,820,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '172.105.159.243'. (_ssl.c:992)",True,200,723,Burp Collaborator https://burpcollaborator.net/,,,True,200,1241,Burp Collaborator https://burpcollaborator.net/,,
50.116.39.56,50.116.39.56,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,50.116.39.56,False,3477,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,237,,,True,230,,,True,474,220 burpcol.versprite.services Burp Collaborator Server ready,,True,476,220 burpcol.versprite.services Burp Collaborator Server ready,,False,1901,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '50.116.39.56'. (_ssl.c:992)",True,200,500,Burp Collaborator https://burpcollaborator.net/,,,True,200,2980,Burp Collaborator https://burpcollaborator.net/,,
64.225.7.51,64.225.7.51,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,64.225.7.51,False,6007,,timed out,True,241,,,True,385,,,True,477,220 burp.stscollabserver.com Burp Collaborator Server ready,,True,555,220 burp.stscollabserver.com Burp Collaborator Server ready,,False,674,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '64.225.7.51'. (_ssl.c:992)",True,200,668,Burp Collaborator https://burpcollaborator.net/,,,True,200,2729,Burp Collaborator https://burpcollaborator.net/,,
165.227.120.193,165.227.120.193,失败,6,9,3,66.67,False,tcp:53|tcp:25|tcp:465,True,165.227.120.193,False,3204,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,284,,,True,234,,,False,3183,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,517,220 collab.dalecardwellinvestigates.com Burp Collaborator Server ready,,False,586,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '165.227.120.193'. (_ssl.c:992)",True,200,523,Burp Collaborator https://burpcollaborator.net/,,,True,200,1224,Burp Collaborator https://burpcollaborator.net/,,
188.245.110.201,188.245.110.201,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,188.245.110.201,False,6013,,timed out,True,192,,,True,259,,,True,379,220 co.mueller-soehne.com Burp Collaborator Server ready,,True,405,220 co.mueller-soehne.com Burp Collaborator Server ready,,False,1135,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '188.245.110.201'. (_ssl.c:992)",True,200,390,Burp Collaborator https://burpcollaborator.net/,,,True,200,1317,Burp Collaborator https://burpcollaborator.net/,,
195.97.212.9,195.97.212.9,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,195.97.212.9,False,3350,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,505,,,True,371,,,True,509,220 c.stlv.uk Burp Collaborator Server ready,,True,479,220 c.stlv.uk Burp Collaborator Server ready,,False,916,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:992),True,200,720,Burp Collaborator https://burpcollaborator.net/,,,True,200,1840,Burp Collaborator https://burpcollaborator.net/,,
81.145.232.113,81.145.232.113,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,81.145.232.113,False,6088,,timed out,True,202,,,True,204,,,True,409,220 bc.ukpt.uk Burp Collaborator Server ready,,True,425,220 bc.ukpt.uk Burp Collaborator Server ready,,False,691,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '81.145.232.113'. (_ssl.c:992)",True,200,664,Burp Collaborator https://burpcollaborator.net/,,,True,200,2197,Burp Collaborator https://burpcollaborator.net/,,
89.247.178.35,89.247.178.35,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,89.247.178.35,False,3298,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,248,,,True,234,,,True,739,220 audit2.hisolutions.com Burp Collaborator Server ready,,True,412,220 audit2.hisolutions.com Burp Collaborator Server ready,,False,1179,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '89.247.178.35'. (_ssl.c:992)",True,200,1121,Burp Collaborator https://burpcollaborator.net/,,,True,200,1157,Burp Collaborator https://burpcollaborator.net/,,
135.225.76.124,135.225.76.124,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,135.225.76.124,False,3592,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,307,,,True,340,,,True,807,220 collaborator.mccupdate.com Burp Collaborator Server ready,,True,1734,220 collaborator.mccupdate.com Burp Collaborator Server ready,,False,1789,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '135.225.76.124'. (_ssl.c:992)",True,200,619,Burp Collaborator https://burpcollaborator.net/,,,True,200,1466,Burp Collaborator https://burpcollaborator.net/,,
51.91.59.198,51.91.59.198,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,51.91.59.198,False,3077,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,221,,,True,215,,,True,416,220 burp.ywh.ovh Burp Collaborator Server ready,,True,567,220 burp.ywh.ovh Burp Collaborator Server ready,,False,797,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '51.91.59.198'. (_ssl.c:992)",True,200,396,Burp Collaborator https://burpcollaborator.net/,,,True,200,1174,Burp Collaborator https://burpcollaborator.net/,,
193.101.132.17,193.101.132.17,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,193.101.132.17,False,6003,,timed out,True,753,,,True,329,,,True,700,220 burp.cyberamt.de Burp Collaborator Server ready,,True,652,220 burp.cyberamt.de Burp Collaborator Server ready,,False,1068,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '193.101.132.17'. (_ssl.c:992)",True,200,741,Burp Collaborator https://burpcollaborator.net/,,,True,200,1475,Burp Collaborator https://burpcollaborator.net/,,
20.42.44.77,20.42.44.77,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,20.42.44.77,False,3428,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,1220,,,True,307,,,True,706,220 burp.cai-offsec.com Burp Collaborator Server ready,,True,453,220 burp.cai-offsec.com Burp Collaborator Server ready,,False,851,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '20.42.44.77'. (_ssl.c:992)",True,200,447,Burp Collaborator https://burpcollaborator.net/,,,True,200,1076,Burp Collaborator https://burpcollaborator.net/,,
35.232.14.10,35.232.14.10,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,35.232.14.10,False,6009,,timed out,True,474,,,True,336,,,True,574,220 collab.ebayred.team Burp Collaborator Server ready,,True,621,220 collab.ebayred.team Burp Collaborator Server ready,,False,852,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '35.232.14.10'. (_ssl.c:992)",True,200,514,Burp Collaborator https://burpcollaborator.net/,,,True,200,1193,Burp Collaborator https://burpcollaborator.net/,,
37.16.105.123,37.16.105.123,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,37.16.105.123,False,3601,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,1427,,,True,337,,,True,566,220 collab.harryhacker.fi Burp Collaborator Server ready,,True,629,220 collab.harryhacker.fi Burp Collaborator Server ready,,False,1204,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '37.16.105.123'. (_ssl.c:992)",True,200,604,Burp Collaborator https://burpcollaborator.net/,,,True,200,1237,Burp Collaborator https://burpcollaborator.net/,,
https://b.mburpcollab.com,b.mburpcollab.com,失败,0,9,9,0.0,False,dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,False,,False,9229,,[Errno 11002] getaddrinfo failed,False,11116,,[Errno 11001] getaddrinfo failed,False,10724,,[Errno 11002] getaddrinfo failed,False,9833,,[Errno 11002] getaddrinfo failed,False,10705,,[Errno 11002] getaddrinfo failed,False,10132,,[Errno 11002] getaddrinfo failed,False,,9886,,,"HTTPConnectionPool(host='b.mburpcollab.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='b.mburpcollab.com', port=80): Failed to resolve 'b.mburpcollab.com' ([Errno 11002] getaddrinfo failed)""))",False,,11098,,,"HTTPSConnectionPool(host='b.mburpcollab.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='b.mburpcollab.com', port=443): Failed to resolve 'b.mburpcollab.com' ([Errno 11002] getaddrinfo failed)""))"
194.156.84.21,194.156.84.21,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,194.156.84.21,False,6001,,timed out,True,393,,,True,252,,,True,403,220 gdxd.de Burp Collaborator Server ready,,True,401,220 gdxd.de Burp Collaborator Server ready,,False,845,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '194.156.84.21'. (_ssl.c:992)",True,200,503,Burp Collaborator https://burpcollaborator.net/,,,True,200,944,Burp Collaborator https://burpcollaborator.net/,,
